REG. NO.;CODE;NAME;REGION;DISTRICT;WARD;OWNERSHIP;LATITUDE;LONGITUDE;PASS_RATE;AVG_MARK;CHANGE_PREVIOUS_YEAR;RANK;YEAR_OF_RESULT
EM.5147;PS1202-008;IMEKUWA;MTWARA;MTWARA;NAUMBU;GOVERNMENT;-10.2091686;40.0679749;;;;;
EM.2938;PS1202-009;KAWAWA;MTWARA;MTWARA;MKUNWA;GOVERNMENT;-10.3744492;40.0903614;;;;;
EM.2939;PS1202-010;KILOMBERO;MTWARA;MTWARA;MAHURUNGA;GOVERNMENT;-10.5113036;40.2283686;;;;;
EM.1086;PS1202-014;KITERE;MTWARA;MTWARA;KITERE;GOVERNMENT;-10.3547989;39.7800965;;;;;
EM.1087;PS1202-015;KITUNGULI;MTWARA;MTWARA;MAHURUNGA;GOVERNMENT;-10.5327141;40.2883887;;;;;
EM.897;PS1202-017;LIBOBE;MTWARA;MTWARA;LIBOBE;GOVERNMENT;-10.3011938;39.8732112;;;;;
EM.4309;PS1202-018;LIPWIDI;MTWARA;MTWARA;LIPWIDI;GOVERNMENT;-10.3802976;39.8392138;;;;;
EM.7257;PS1202-019;MADIMBA;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.398214;40.3007945;;;;;
EM.3897;PS1202-021;MANGOPACHANNE;MTWARA;MTWARA;MANGOPACHANNE;GOVERNMENT;-10.4557171;40.8836974;;;;;
EM.1318;PS1202-025;MBAWALA;MTWARA;MTWARA;MBAWALA;GOVERNMENT;-10.4516084;40.1156729;;;;;
EM.7258;PS1202-027;MBUO;MTWARA;MTWARA;NDUMBWE;GOVERNMENT;-10.253899;39.9937037;;;;;
EM.5149;PS1202-028;MGAO;MTWARA;MTWARA;NAUMBU;GOVERNMENT;-10.1378345;39.9817051;;;;;
EM.4310;PS1202-032;MIUTA;MTWARA;MTWARA;DIHIMBA;GOVERNMENT;-10.4950506;39.9287249;;;;;
EM.4311;PS1202-033;MKUNWA;MTWARA;MTWARA;MKUNWA;GOVERNMENT;-10.3571218;40.0288797;;;;;
EM.3898;PS1202-034;MKUTIMANGO;MTWARA;MTWARA;MANGOPACHANNE;GOVERNMENT;-10.4888508;39.8411673;;;;;
EM.3899;PS1202-035;MKWAJUNI;MTWARA;MTWARA;MUUNGANO;GOVERNMENT;-10.3454485;40.0129404;;;;;
EM.5151;PS1202-036;MNGOJI;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.3801832;40.3227895;;;;;
EM.5152;PS1202-041;MNYIJA;MTWARA;MTWARA;LIBOBE;GOVERNMENT;-10.2803083;39.8092441;;;;;
EM.2570;PS1202-042;MNYUNDO;MTWARA;MTWARA;NDUMBWE;GOVERNMENT;-10.2795656;40.0046316;;;;;
EM.3588;PS1202-043;MOMA;MTWARA;MTWARA;MOMA;GOVERNMENT;-10.3960455;40.1807785;;;;;
EM.7259;PS1202-044;MPAPURA;MTWARA;MTWARA;MPAPURA;GOVERNMENT;-10.2588902;39.9242092;;;;;
EM.2057;PS1202-045;MSANGAMKUU;MTWARA;MTWARA;MSANGA MKUU;GOVERNMENT;-10.2512534;40.2355835;;;;;
EM.7860;PS1202-046;MSIJUTE;MTWARA;MTWARA;MAYANGA;GOVERNMENT;-10.2679145;40.0590134;;;;;
EM.2288;PS1202-047;MSIMBATI;MTWARA;MTWARA;MSIMBATI;GOVERNMENT;-10.3571886;40.4228423;;;;;
EM.5153;PS1202-048;MTENDACHI;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.3960127;40.2810541;;;;;
EM.5154;PS1202-051;MUUNGANO;MTWARA;MTWARA;MUUNGANO;GOVERNMENT;-10.3267614;39.9760335;;;;;
EM.3589;PS1202-053;NALINGU;MTWARA;MTWARA;NALINGU;GOVERNMENT;-10.3404968;40.3059568;;;;;
EM.5155;PS1202-054;NAMAHYAKATA;MTWARA;MTWARA;NANGURUWE;GOVERNMENT;-10.4193392;40.0456215;;;;;
EM.2289;PS1202-055;NAMGOGOLI;MTWARA;MTWARA;NAUMBU;GOVERNMENT;-10.2029108;40.0184279;;;;;
EM.3900;PS1202-056;NAMUHI;MTWARA;MTWARA;LIBOBE;GOVERNMENT;-10.3120768;39.8368228;;;;;
EM.773;PS1202-059;NANGURUWE;MTWARA;MTWARA;NANGURUWE;GOVERNMENT;-10.4922634;40.0456733;;;;;
EM.1506;PS1202-062;NAUMBU;MTWARA;MTWARA;NAUMBU;GOVERNMENT;-10.2360084;40.1228279;;;;;
EM.512;PS1202-063;NDUMBWE;MTWARA;MTWARA;NDUMBWE;GOVERNMENT;-10.2416264;39.9546909;;;;;
EM.2058;PS1202-068;TANGAZO;MTWARA;MTWARA;TANGAZO;GOVERNMENT;-10.4722408;40.3176124;;;;;
EM.7260;PS1202-069;UTENDE;MTWARA;MTWARA;MPAPURA;GOVERNMENT;-10.2862999;39.8900095;;;;;
EM.898;PS1202-070;ZIWANI;MTWARA;MTWARA;ZIWANI;GOVERNMENT;-10.3417644;40.2478326;;;;;
EM.5148;PS1202-071;LYOWA;MTWARA;MTWARA;MUUNGANO;GOVERNMENT;-10.3307745;39.9351683;;;;;
EM.5150;PS1202-072;MKUBIRU;MTWARA;MTWARA;NALINGU;GOVERNMENT;-10.2802386;40.2762079;;;;;
EM.9907;PS1202-074;KIHIMIKA;MTWARA;MTWARA;MAHURUNGA;GOVERNMENT;-10.4995636;40.2978436;;;;;
EM.9908;PS1202-075;KILAMBO;MTWARA;MTWARA;TANGAZO;GOVERNMENT;-10.4955731;40.3447318;;;;;
EM.9277;PS1202-077;LITEMBE;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.4371485;40.3170358;;;;;
EM.9909;PS1202-078;MAYAYA;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.4494665;40.2403034;;;;;
EM.9278;PS1202-082;MAKOME;MTWARA;MTWARA;MBAWALA;GOVERNMENT;-10.4793054;40.1856171;;;;;
EM.9279;PS1202-083;MTAMA;MTWARA;MTWARA;LIPWIDI;GOVERNMENT;-10.4317634;39.8009191;;;;;
EM.10833;PS1202-087;NACHENJELE;MTWARA;MTWARA;MBAWALA;GOVERNMENT;-10.4399023;40.1359477;;;;;
EM.11407;PS1202-089;MKONYE;MTWARA;MTWARA;KITERE;GOVERNMENT;-10.3714739;39.7677382;;;;;
EM.11405;PS1202-091;KIVAVA;MTWARA;MTWARA;MAHURUNGA;GOVERNMENT;-10.5745337;40.2548253;;;;;
EM.11406;PS1202-092;LIKONDE;MTWARA;MTWARA;MAYANGA;GOVERNMENT;-10.3149026;40.0291268;;;;;
EM.13345;PS1202-096;NAMANJELE;MTWARA;MTWARA;DIHIMBA;GOVERNMENT;-10.4554194;39.9504747;;;;;
EM.14118;PS1202-100;MNOMO;MTWARA;MTWARA;MSANGA MKUU;GOVERNMENT;-10.2293207;40.2263128;;;;;
EM.14117;PS1202-103;MING'WENA;MTWARA;MTWARA;LIBOBE;GOVERNMENT;-10.3391667;39.8777778;;;;;
EM.14119;PS1202-105;MWEMBETOGWA;MTWARA;MTWARA;MUUNGANO;GOVERNMENT;-10.3193343;40.0034542;;;;;
EM.14120;PS1202-109;NAMBELEKETELA;MTWARA;MTWARA;ZIWANI;GOVERNMENT;-10.3509257;40.2303272;;;;;
EM.14873;PS1202-112;MITAMBO;MTWARA;MTWARA;MADIMBA;GOVERNMENT;-10.4196387;40.2984454;;;;;
EM.14667;PS1202-113;TUMAINI;MTWARA;MTWARA;NANGURUWE;GOVERNMENT;-10.4873104;40.0351702;;;;;
EM.15329;PS1202-115;MICHENJI;MTWARA;MTWARA;NANGURUWE;GOVERNMENT;-10.5074256;40.0309022;;;;;
EM.1319;PS1203-001;CHIKONGOLA;MTWARA;MTWARA MIKINDANI MC;CHIKONGOLA;GOVERNMENT;-10.2848082;40.1890248;;;;;
EM.774;PS1203-002;CHUNO;MTWARA;MTWARA MIKINDANI MC;CHUNO;GOVERNMENT;-10.2809912;40.1620814;;;;;
EM.3143;PS1203-003;LIGULA;MTWARA;MTWARA MIKINDANI MC;SHANGANI;GOVERNMENT;-10.272888;40.175264;;;;;
EM.3901;PS1203-004;LIKONDE;MTWARA;MTWARA MIKINDANI MC;LIKOMBE;GOVERNMENT;-10.2830783;40.1945757;;;;;
EM.3332;PS1203-005;LILUNGU;MTWARA;MTWARA MIKINDANI MC;MAGOMENI;GOVERNMENT;-10.2971039;40.1807334;;;;;
EM.5156;PS1203-006;LWELU;MTWARA;MTWARA MIKINDANI MC;JANGWANI;GOVERNMENT;-10.3275983;40.081895;;;;;
EM.8127;PS1203-007;MAGOMENI;MTWARA;MTWARA MIKINDANI MC;MAGOMENI;GOVERNMENT;-10.2888844;40.1689065;;;;;
EM.7261;PS1203-008;MAJENGO;MTWARA;MTWARA MIKINDANI MC;MAJENGO;GOVERNMENT;-10.2897375;40.1889984;;;;;
EM.1320;PS1203-009;MANGAMBA;MTWARA;MTWARA MIKINDANI MC;MTAWANYA;GOVERNMENT;-10.3254614;40.1963692;;;;;
EM.4312;PS1203-010;MITENGO;MTWARA;MTWARA MIKINDANI MC;MITENGO;GOVERNMENT;-10.28800179;40.1375349;;;;;
EM.899;PS1203-011;MIKINDANI;MTWARA;MTWARA MIKINDANI MC;KISUNGULE;GOVERNMENT;-10.2843418;40.1059216;;;;;
EM.17157;PS1203-012;MKANGALA;MTWARA;MTWARA MIKINDANI MC;NALIANDELE;GOVERNMENT;-10.3414283;40.1342666;;;;;
EM.3902;PS1203-013;MNAIDA;MTWARA;MTWARA MIKINDANI MC;MAGENGENI;GOVERNMENT;-10.2835687;40.1205574;;;;;
EM.2804;PS1203-014;NALIENDELE;MTWARA;MTWARA MIKINDANI MC;NALIANDELE;GOVERNMENT;-10.36328;40.15956;;;;;
EM.2805;PS1203-015;RAHALEO;MTWARA;MTWARA MIKINDANI MC;VIGAENI;GOVERNMENT;-10.2786886;40.1796284;;;;;
EM.2491;PS1203-016;SHANGANI;MTWARA;MTWARA MIKINDANI MC;RELI;GOVERNMENT;-10.270842;40.1902837;;;;;
EM.3590;PS1203-017;SINGINO;MTWARA;MTWARA MIKINDANI MC;MTONYA;GOVERNMENT;-10.2880883;40.1128966;;;;;
EM.2668;PS1203-018;UFUKONI;MTWARA;MTWARA MIKINDANI MC;UFUKONI;GOVERNMENT;-10.306011;40.1620147;;;;;
EM.8927;PS1203-019;MLIMANI;MTWARA;MTWARA MIKINDANI MC;LIKOMBE;GOVERNMENT;-10.2934078;40.2010725;;;;;
EM.10834;PS1203-020;KAMBARAGE;MTWARA;MTWARA MIKINDANI MC;SHANGANI;GOVERNMENT;-10.2665478;40.1667335;;;;;
EM.11408;PS1203-021;MWENGE;MTWARA;MTWARA MIKINDANI MC;NALIANDELE;GOVERNMENT;-10.3852614;40.1268365;;;;;
EM.12778;PS1203-022;KINGDAVID;MTWARA;MTWARA MIKINDANI MC;MITENGO;NON GOVERNMENT;-10.2774166;40.1410576;;;;;
EM.14121;PS1203-023;MAENDELEO;MTWARA;MTWARA MIKINDANI MC;RAHALEO;GOVERNMENT;-10.2777429;40.1852632;;;;;
EM.14122;PS1203-024;MANGOWELA;MTWARA;MTWARA MIKINDANI MC;MAGOMENI;GOVERNMENT;-10.2897682;40.1747687;;;;;
EM.10336;PS1203-025;MEDI;MTWARA;MTWARA MIKINDANI MC;SHANGANI;NON GOVERNMENT;-10.2684684;40.1675512;;;;;
EM.14123;PS1203-026;MISUFINI;MTWARA;MTWARA MIKINDANI MC;CHIKONGOLA;GOVERNMENT;-10.2842719;40.1892526;;;;;
EM.14445;PS1203-027;MIVINJENI;MTWARA;MTWARA MIKINDANI MC;MAGOMENI;GOVERNMENT;-10.2967545;40.1805822;;;;;
EM.14124;PS1203-028;TANDIKA;MTWARA;MTWARA MIKINDANI MC;TANDIKA;GOVERNMENT;-10.287884;40.189936;;;;;
EM.12059;PS1203-029;MTAWANYA;MTWARA;MTWARA MIKINDANI MC;MTAWANYA;GOVERNMENT;-10.3229033;40.2243233;;;;;
EM.12779;PS1203-030;NAMAYANGA;MTWARA;MTWARA MIKINDANI MC;MTAWANYA;GOVERNMENT;-10.3244661;40.1818923;;;;;
EM.16373;PS1203-032;SALEM;MTWARA;MTWARA MIKINDANI MC;UFUKONI;NON GOVERNMENT;-10.3085173;40.1679794;;;;;
EM.14874;PS1203-034;HERITAGE;MTWARA;MTWARA MIKINDANI MC;SHANGANI;NON GOVERNMENT;-10.271765;40.17064;;;;;
EM.1735;PS1204-001;BAHATI;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.6522;39.19832;;;;;
EM.5171;PS1204-004;CHIHANGU;MTWARA;NEWALA;CHIHANGU;GOVERNMENT;-10.61768;39.22132;;;;;
EM.220;PS1204-006;CHIKOI;MTWARA;NEWALA;MALATU;GOVERNMENT;-10.76973;39.26423;;;;;
EM.12061;PS1204-007;CHIKUNDA LUBIDO;MTWARA;NEWALA;NANDWAHI;GOVERNMENT;-10.62644;39.42762;;;;;
EM.174;PS1204-009;CHILANGALA;MTWARA;NEWALA;CHILANGALA;GOVERNMENT;-10.57178;39.13177;;;;;
EM.5172;PS1204-012;CHITEKETE;MTWARA;NEWALA;CHITEKETE;GOVERNMENT;-10.79068;39.21836;;;;;
EM.5173;PS1204-013;CHITENDA;MTWARA;NEWALA;MDIMBA MPELEPELE;GOVERNMENT;-10.80978;39.28239;;;;;
EM.12062;PS1204-014;CHIULE;MTWARA;NEWALA;MCHEMO;GOVERNMENT;-10.72827;39.3299;;;;;
EM.5174;PS1204-015;CHIUTA;MTWARA;NEWALA;MKWEDU;GOVERNMENT;-10.8229;39.36026;;;;;
EM.221;PS1204-016;CHIWONGA;MTWARA;NEWALA;CHIWONGA;GOVERNMENT;-10.54958;39.33979;;;;;
EM.2942;PS1204-017;HENGAPANO;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.71992;39.13445;;;;;
EM.5175;PS1204-019;KADENGWA;MTWARA;NEWALA;MAPUTI;GOVERNMENT;-10.63437;39.30434;;;;;
EM.8129;PS1204-025;KITANGARI 'B';MTWARA;NEWALA;KITANGARI;GOVERNMENT;-10.64915;39.3349;;;;;
EM.156;PS1204-026;KITANGALI MAZOEZI;MTWARA;NEWALA;MAPUTI;GOVERNMENT;-10.62487;39.32199;;;;;
EM.5176;PS1204-028;LENGO;MTWARA;NEWALA;MCHEMO;GOVERNMENT;-10.73358;39.29929;;;;;
EM.10490;PS1204-030;LIHANGA;MTWARA;NEWALA;MKOMA II;GOVERNMENT;-10.42079;39.29749;;;;;
EM.10491;PS1204-035;MAHOHA;MTWARA;NEWALA;NAMBALI;GOVERNMENT;-10.54958;39.33979;;;;;
EM.3906;PS1204-037;MAJEMBE JUU;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.69252;39.12242;;;;;
EM.2806;PS1204-041;MAKUKWE I;MTWARA;NEWALA;MTUNGURU;GOVERNMENT;-10.77716;39.39532;;;;;
EM.3150;PS1204-042;MAKUKWE II;MTWARA;NEWALA;MAKUKWE;GOVERNMENT;-10.83134;39.88453;;;;;
EM.42;PS1204-043;MALATU;MTWARA;NEWALA;MALATU;GOVERNMENT;-10.73459;-39.2289033;;;;;
EM.191;PS1204-046;MBEMBELE;MTWARA;NEWALA;NANDWAHI;GOVERNMENT;-10.65366;39.39172;;;;;
EM.705;PS1204-047;MBONDE;MTWARA;NEWALA;CHIHANGU;GOVERNMENT;-10.62839;39.23984;;;;;
EM.5177;PS1204-048;MBUYUNI;MTWARA;NEWALA;MAKUKWE;GOVERNMENT;-10.8162;39.40639;;;;;
EM.706;PS1204-049;MCHEDEBWA;MTWARA;NEWALA;MCHEMO;GOVERNMENT;-10.74544;39.33275;;;;;
EM.903;PS1204-050;MCHEMO;MTWARA;NEWALA;MCHEMO;GOVERNMENT;-10.70279;39.3195;;;;;
EM.2493;PS1204-053;MDIMBA;MTWARA;NEWALA;MDIMBA MPELEPELE;GOVERNMENT;-10.77462;39.29564;;;;;
EM.70;PS1204-054;META;MTWARA;NEWALA;CHIHANGU;GOVERNMENT;-10.59717;39.25849;;;;;
EM.707;PS1204-055;MIKUMBI;MTWARA;NEWALA;MIKUMBI;GOVERNMENT;-10.56509;39.17424;;;;;
EM.57;PS1204-056;MINJALE;MTWARA;NEWALA;MDIMBA MPELEPELE;GOVERNMENT;-10.78662;39.26385;;;;;
EM.7265;PS1204-057;MITAHU;MTWARA;NEWALA;NAKAHAKO;GOVERNMENT;-10.79774;39.15747;;;;;
EM.5178;PS1204-058;MITANGA;MTWARA;NEWALA;MAPUTI;GOVERNMENT;-10.59297;39.34538;;;;;
EM.175;PS1204-059;MKALENDA;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.65511;39.12751;;;;;
EM.176;PS1204-061;MKOMA II;MTWARA;NEWALA;NAMBALI;GOVERNMENT;-10.47363;39.28836;;;;;
EM.8788;PS1204-062;MKOMA SOKONI;MTWARA;NEWALA;MKOMA II;GOVERNMENT;-10.44305;39.27997;;;;;
EM.5179;PS1204-063;MKONGI;MTWARA;NEWALA;MIKUMBI;GOVERNMENT;-10.5203;39.22623;;;;;
EM.3907;PS1204-065;MKWEDU TANKINI;MTWARA;NEWALA;MKWEDU;GOVERNMENT;-10.81425;39.32322;;;;;
EM.3337;PS1204-066;MMULUNGA;MTWARA;NEWALA;CHIWONGA;GOVERNMENT;-10.57953;39.36818;;;;;
EM.904;PS1204-069;MNALI;MTWARA;NEWALA;MUUNGANO;GOVERNMENT;-10.71099;39.36429;;;;;
EM.5180;PS1204-071;MNAYOPE;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.65716;39.16726;;;;;
EM.5181;PS1204-072;MNING'ALIYE;MTWARA;NEWALA;KITANGARI;GOVERNMENT;-10.64304;39.54912;;;;;
EM.5182;PS1204-073;MNOLELA;MTWARA;NEWALA;MALATU;GOVERNMENT;-10.70264;39.22683;;;;;
EM.5183;PS1204-074;MNYAMBACHI;MTWARA;NEWALA;MKWEDU;GOVERNMENT;-10.87393;39.36563;;;;;
EM.21;PS1204-075;MNYAMBE;MTWARA;NEWALA;MNYAMBE;GOVERNMENT;-10.66062;39.1601;;;;;
EM.177;PS1204-076;MNYENGACHI;MTWARA;NEWALA;MPWAPWA;GOVERNMENT;-10.72413;39.28894;;;;;
EM.5184;PS1204-077;MNYEU;MTWARA;NEWALA;MNYEU;GOVERNMENT;-10.67163;39.41211;;;;;
EM.5185;PS1204-078;MPALU;MTWARA;NEWALA;NAKAHAKO;GOVERNMENT;-10.74049;39.1657;;;;;
EM.10203;PS1204-080;MPOTOLA;MTWARA;NEWALA;KITANGARI;GOVERNMENT;-10.669;39.3114;;;;;
EM.157;PS1204-081;MPWAPWA;MTWARA;NEWALA;MPWAPWA;GOVERNMENT;-10.69086;39.26919;;;;;
EM.1323;PS1204-082;MTANDA;MTWARA;NEWALA;MALATU;GOVERNMENT;-10.7188;39.19652;;;;;
EM.4319;PS1204-084;MTENDACHI;MTWARA;NEWALA;MAKUKWE;GOVERNMENT;-10.81316;39.37907;;;;;
EM.5186;PS1204-085;MTONGWELE;MTWARA;NEWALA;MAPUTI;GOVERNMENT;-10.64542;39.26088;;;;;
EM.514;PS1204-086;MTOPWA;MTWARA;NEWALA;MTOPWA;GOVERNMENT;-10.69702;39.422;;;;;
EM.3908;PS1204-087;MTUNGURU;MTWARA;NEWALA;MTUNGURU;GOVERNMENT;-10.7685;39.34569;;;;;
EM.12063;PS1204-088;MUUNGANO;MTWARA;NEWALA;MUUNGANO;GOVERNMENT;-10.64929;39.33181;;;;;
EM.222;PS1204-091;NAKAHAKO;MTWARA;NEWALA;NAKAHAKO;GOVERNMENT;-10.77764;39.17471;;;;;
EM.5187;PS1204-092;NAMBALI;MTWARA;NEWALA;NAMBALI;GOVERNMENT;-10.56349;39.29479;;;;;
EM.10836;PS1204-093;NAMBUDI;MTWARA;NEWALA;CHITEKETE;GOVERNMENT;-10.82307;39.24062;;;;;
EM.3151;PS1204-095;NAMDIMBA;MTWARA;NEWALA;CHILANGALA;GOVERNMENT;-10.57571;39.04767;;;;;
EM.5188;PS1204-096;NAMIHONGA;MTWARA;NEWALA;MKOMA II;GOVERNMENT;-10.36372;39.31815;;;;;
EM.5189;PS1204-099;NANDA;MTWARA;NEWALA;MUUNGANO;GOVERNMENT;-10.67953;39.36009;;;;;
EM.905;PS1204-100;NANDWAHI;MTWARA;NEWALA;NANDWAHI;GOVERNMENT;-10.59645;39.40589;;;;;
EM.5190;PS1204-103;NANKONG'O;MTWARA;NEWALA;MAKUKWE;GOVERNMENT;-10.83832;39.39131;;;;;
EM.11413;PS1204-106;NGONGO;MTWARA;NEWALA;MTUNGURU;GOVERNMENT;-10.75027;39.40716;;;;;
EM.5191;PS1204-108;SIJAONA;MTWARA;NEWALA;MTOPWA;GOVERNMENT;-10.70077;39.39035;;;;;
EM.4320;PS1204-110;TENGULENGU;MTWARA;NEWALA;MKWEDU;GOVERNMENT;-10.86314;39.35677;;;;;
EM.5192;PS1204-112;VIHOKOLI;MTWARA;NEWALA;NANDWAHI;GOVERNMENT;-10.68243;39.39451;;;;;
EM.12783;PS1204-113;MNAUYA;MTWARA;NEWALA;MAPUTI;GOVERNMENT;-10.60418;39.27125;;;;;
EM.14448;PS1204-114;MBEYA;MTWARA;NEWALA;MNYEU;GOVERNMENT;-10.63449;39.44478;;;;;
EM.14449;PS1204-115;MIYUYU;MTWARA;NEWALA;CHILANGALA;GOVERNMENT;-10.55976;39.0752;;;;;
EM.14450;PS1204-116;NAMANGUDU;MTWARA;NEWALA;MIKUMBI;GOVERNMENT;-10.51714;39.26193;;;;;
EM.14883;PS1204-117;TUMAINI;MTWARA;NEWALA;MKOMA II;GOVERNMENT;-10.47245;39.25568;;;;;
EM.14881;PS1204-118;CHILENDE;MTWARA;NEWALA;NAMBALI;GOVERNMENT;-10.45209;39.32025;;;;;
EM.14882;PS1204-119;MADABA;MTWARA;NEWALA;NANDWAHI;GOVERNMENT;-10.65027;39.37187;;;;;
EM.13349;PS1205-001;AMANI;MTWARA;TANDAHIMBA;TANDAHIMBA;GOVERNMENT;-10.7689932;39.6310505;;;;;
EM.2945;PS1205-002;CHAUME;MTWARA;TANDAHIMBA;CHAUME;GOVERNMENT;-10.6073042;39.4797299;;;;;
EM.5207;PS1205-003;CHIDEDE;MTWARA;TANDAHIMBA;LUAGALA;GOVERNMENT;-10.5356743;39.4337454;;;;;
EM.5208;PS1205-004;CHIKONGO;MTWARA;TANDAHIMBA;MKOREHA;GOVERNMENT;-10.877363;39.757986;;;;;
EM.5209;PS1205-005;CHIKONGOLA;MTWARA;TANDAHIMBA;CHIKONGOLA;GOVERNMENT;-10.8637419;39.42554606;;;;;
EM.1325;PS1205-006;CHIKUNDA;MTWARA;TANDAHIMBA;CHINGUNGWE;GOVERNMENT;-10.7428417;39.4814764;;;;;
EM.5210;PS1205-007;CHILINDA;MTWARA;TANDAHIMBA;MKOREHA;GOVERNMENT;-10.8500577;39.7332594;;;;;
EM.5211;PS1205-008;CHINGUNGWE;MTWARA;TANDAHIMBA;CHINGUNGWE;GOVERNMENT;-10.795388;39.422065;;;;;
EM.2292;PS1205-009;CHITOHOLI;MTWARA;TANDAHIMBA;MKUNDI;GOVERNMENT;-10.9124832;39.4842454;;;;;
EM.2402;PS1205-010;CHIUMO;MTWARA;TANDAHIMBA;MAUNDO;GOVERNMENT;-10.8974051;39.6791151;;;;;
EM.13350;PS1205-011;DINDUMA BARABARANI;MTWARA;TANDAHIMBA;DINDUMA;GOVERNMENT;-10.8264983;39.4884366;;;;;
EM.4323;PS1205-012;DINEMBO;MTWARA;TANDAHIMBA;MKUNDI;GOVERNMENT;-10.9049565;39.5589918;;;;;
EM.13735;PS1205-013;DINYEKE;MTWARA;TANDAHIMBA;MKOREHA;GOVERNMENT;-10.7800466;39.71223581;;;;;
EM.5212;PS1205-014;GHANA;MTWARA;TANDAHIMBA;LUKOKODA;GOVERNMENT;-10.8644859;39.4927159;;;;;
EM.5213;PS1205-015;JANGWANI;MTWARA;TANDAHIMBA;MNYAWA;GOVERNMENT;-10.922039;39.5783262;;;;;
EM.5214;PS1205-016;KILIDU MKOREHA;MTWARA;TANDAHIMBA;MKOREHA;GOVERNMENT;-10.8436033;39.7326433;;;;;
EM.285;PS1205-017;KITAMA I;MTWARA;TANDAHIMBA;KITAMA;GOVERNMENT;-10.7588672;39.7112469;;;;;
EM.5215;PS1205-018;KUNANDUNDU;MTWARA;TANDAHIMBA;MAUNDO;GOVERNMENT;-10.8966259;39.6823766;;;;;
EM.10653;PS1205-019;LIBOBE;MTWARA;TANDAHIMBA;LITEHU;GOVERNMENT;-10.5188061;39.5142489;;;;;
EM.2807;PS1205-020;LIENJE;MTWARA;TANDAHIMBA;LYENJE;GOVERNMENT;-10.6845237;39.5479382;;;;;
EM.3911;PS1205-021;LIKOLOMBE;MTWARA;TANDAHIMBA;MKWITI;GOVERNMENT;-10.3591216;39.4214716;;;;;
EM.3152;PS1205-022;LIPALWE;MTWARA;TANDAHIMBA;MKUNDI;GOVERNMENT;-10.8860223;39.3957884;;;;;
EM.11414;PS1205-023;LIPALWE CHINI;MTWARA;TANDAHIMBA;MKUNDI;GOVERNMENT;-10.974508;39.496079;;;;;
EM.12064;PS1205-024;LIPONDE;MTWARA;TANDAHIMBA;CHAUME;GOVERNMENT;-10.59084;39.4424383;;;;;
EM.1737;PS1205-025;LITEHU;MTWARA;TANDAHIMBA;LITEHU;GOVERNMENT;-10.517902;39.515312;;;;;
EM.3912;PS1205-026;LITEMLA;MTWARA;TANDAHIMBA;MCHICHIRA;GOVERNMENT;-10.9425271;39.5677181;;;;;
EM.2154;PS1205-027;LUAGALA;MTWARA;TANDAHIMBA;LUAGALA;GOVERNMENT;-10.5456833;39.4747263;;;;;
EM.13351;PS1205-028;LUAGALA 'B';MTWARA;TANDAHIMBA;LUAGALA;GOVERNMENT;-10.5367056;39.4699121;;;;;
EM.5216;PS1205-029;LUBANGALA;MTWARA;TANDAHIMBA;CHIKONGOLA;GOVERNMENT;-10.8959771;39.4600221;;;;;
EM.13736;PS1205-030;LUHEYA;MTWARA;TANDAHIMBA;CHAUME;GOVERNMENT;-10.6699266;39.4828466;;;;;
EM.3913;PS1205-031;LUKOKODA;MTWARA;TANDAHIMBA;LUKOKODA;GOVERNMENT;-10.8593791;39.5491462;;;;;
EM.3914;PS1205-032;MABETI;MTWARA;TANDAHIMBA;LITEHU;GOVERNMENT;-10.617804;39.524347;;;;;
EM.5217;PS1205-033;MADABA;MTWARA;TANDAHIMBA;TANDAHIMBA;GOVERNMENT;-10.7561333;39.6432668;;;;;
EM.4324;PS1205-034;MAHEHA;MTWARA;TANDAHIMBA;MNYAWA;GOVERNMENT;-10.912542;39.522693;;;;;
EM.11415;PS1205-035;MAHOHA;MTWARA;TANDAHIMBA;LYENJE;GOVERNMENT;-10.6404376;39.5719383;;;;;
EM.364;PS1205-036;MAHUTA BONDENI;MTWARA;TANDAHIMBA;MAHUTA;GOVERNMENT;-10.8768821;39.4183543;;;;;
EM.4325;PS1205-037;MAHUTA MJINI;MTWARA;TANDAHIMBA;CHIKONGOLA;GOVERNMENT;-10.8782694;39.4307388;;;;;
EM.5218;PS1205-038;MAJENGO;MTWARA;TANDAHIMBA;MDIMBA MNYOMA;GOVERNMENT;-10.7574674;39.4864622;;;;;
EM.5219;PS1205-039;MALAMBA;MTWARA;TANDAHIMBA;MALOPOKELO;GOVERNMENT;-10.7690077;39.6310011;;;;;
EM.4326;PS1205-040;MAMBAMBA;MTWARA;TANDAHIMBA;MNDUMBWE;GOVERNMENT;-10.7422813;39.4806149;;;;;
